Job_ID,Job_Title,Company,Company_Type,Industry,City,Location_Tier,Experience_Level,Job_Type,Work_Mode,Salary_LPA,Skills_Required,Education_Required,Openings,Applicants,Company_Rating,Date_Posted
IND2026005,DevOps Engineer,TCS,MNC,Information Technology,Bhubaneswar,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,19.1,"CI/CD, Linux, Kubernetes, AWS, Jenkins, Docker",M.Tech/M.E.,5,479,4.2,20-08-2024
IND2026006,Computer Vision Engineer,Ola,Indian Unicorn,E-Commerce,Bhubaneswar,Tier 2,Junior (1-3 yrs),Contract,Hybrid,16.3,"PyTorch, Deep Learning, OpenCV, YOLO, TensorFlow",B.Tech/B.E.,5,352,3.1,14-08-2024
IND2026007,Data Engineer,Zerodha,Startup,EdTech,Jaipur,Tier 2,Senior (6-10 yrs),Part-Time,On-Site,46,"dbt, Kafka, Python, SQL, Spark",B.Tech/B.E.,1,94,3.8,28-10-2024
IND2026008,AI Engineer,Chargebee,Startup,Retail,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,6.2,"LangChain, Python, Vector DBs, LLMs, Prompt Engineering, OpenAI API",MCA,2,140,4.2,15-07-2024
IND2026009,Full Stack Developer,Google,MNC,Banking & Finance,Indore,Tier 2,Junior (1-3 yrs),Internship,On-Site,2.3,"React, Python, AWS",B.Tech/B.E.,2,75,4,08-04-2025
IND2026010,Backend Developer,TCS,MNC,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,28.8,"MongoDB, PostgreSQL, FastAPI, Redis, Docker",B.Sc (CS/IT),1,93,3.9,07-07-2025
IND2026011,Java Developer,HAL,PSU/Govt,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,30.8,"Spring Boot, Microservices, REST APIs, Hibernate, SQL",B.Tech/B.E.,1,61,3.8,13-01-2025
IND2026012,Full Stack Developer,NTPC,PSU/Govt,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,20.4,"PostgreSQL, MongoDB, Python, Node.js",B.Sc (CS/IT),2,197,2.7,27-02-2025
IND2026013,Backend Developer,Ola,Indian Unicorn,Consulting,Pune,Tier 1,Mid (3-6 yrs),Internship,On-Site,2.7,"Docker, PostgreSQL, Redis",B.Sc (CS/IT),3,204,4.1,23-10-2024
IND2026014,Engineering Manager,Amazon,MNC,Information Technology,Kochi,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,12.6,"System Design, People Management, Agile, Roadmapping",B.Tech/B.E.,5,550,4.3,02-12-2025
IND2026015,Software Engineer,Setu,Startup,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,14.1,"Data Structures, Python, Git, Algorithms",MCA,3,188,3.2,04-11-2024
IND2026016,AI Engineer,Paytm,Indian Unicorn,E-Commerce,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,12.5,"Prompt Engineering, NLP, RAG",B.Tech/B.E.,10,213,4.2,09-06-2025
IND2026017,AI Engineer,Ola,Indian Unicorn,HealthTech,Delhi,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.4,"LangChain, LLMs, Vector DBs",B.Tech/B.E.,5,276,2.8,20-02-2025
IND2026018,Backend Developer,BSNL,PSU/Govt,EdTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,8.1,"Python, Redis, PostgreSQL",MCA,15,1486,3.2,14-11-2024
IND2026019,Data Analyst,Dream11,Indian Unicorn,E-Commerce,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,51.4,"Data Visualization, Tableau, Statistics",MCA,5,402,3.9,25-04-2025
IND2026020,Java Developer,BSNL,PSU/Govt,Gaming,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,7.3,"REST APIs, Spring Boot, Microservices, Java, Hibernate, Maven",M.Tech/M.E.,3,324,3.9,21-04-2025
IND2026021,QA Engineer,Zoho,Indian Unicorn,Government/PSU,Pune,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,11.4,"Postman, API Testing, Selenium, Manual Testing",M.Tech/M.E.,1,42,2.9,11-09-2024
IND2026022,Business Analyst,ISRO,PSU/Govt,Banking & Finance,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,29,"Requirements Gathering, SQL, JIRA",B.Tech/B.E.,3,323,4.2,26-03-2025
IND2026023,NLP Engineer,Ola,Indian Unicorn,Media & Entertainment,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,38.7,"Python, BERT, LLMs, SpaCy, HuggingFace, Transformers",MCA,1,91,3.3,16-02-2025
IND2026024,Data Scientist,Groww,Startup,Information Technology,Hyderabad,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,8.7,"Statistics, Tableau, Python, Pandas, TensorFlow, SQL",B.Sc (CS/IT),15,1041,3.7,25-12-2024
IND2026025,Node.js Developer,Capgemini,MNC,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,17.7,"Node.js, MongoDB, REST APIs, JavaScript",B.Tech/B.E.,1,105,3.5,24-05-2025
IND2026026,Python Developer,CRED,Indian Unicorn,Government/PSU,Kolkata,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,15.1,"REST APIs, Django, FastAPI, Docker, AWS",BCA,2,215,3.2,23-10-2025
IND2026027,Full Stack Developer,IBM,MNC,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.6,"Python, PostgreSQL, REST APIs, React",BCA,2,223,4.2,13-08-2024
IND2026028,DevOps Engineer,Deloitte,MNC,E-Commerce,Pune,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,16.6,"CI/CD, Kubernetes, Terraform, Jenkins",MCA,5,282,3.7,12-04-2026
IND2026029,Data Analyst,Setu,Startup,Banking & Finance,Pune,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,24.6,"SQL, Power BI, Python",B.Tech/B.E.,5,309,4.2,30-11-2025
IND2026030,Data Analyst,Groww,Startup,Banking & Finance,Remote,Remote,Lead (10+ yrs),Full-Time,On-Site,46.1,"Statistics, Power BI, Python",M.Tech/M.E.,5,453,3.8,05-11-2024
IND2026031,Power BI Developer,TCS,MNC,Information Technology,Chennai,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,5.3,"Azure, DAX, Power BI, Data Modeling, ETL",B.Tech/B.E.,3,262,4.2,29-11-2024
IND2026032,Cloud Engineer,Swiggy,Indian Unicorn,Information Technology,Remote,Remote,Senior (6-10 yrs),Part-Time,Hybrid,39.2,"Linux, Kubernetes, AWS, Terraform, GCP",B.Sc (CS/IT),1,98,3.1,11-10-2024
IND2026033,AI Engineer,BSNL,PSU/Govt,Information Technology,Mumbai,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,4,"LLMs, LangChain, Vector DBs, RAG",BCA,10,925,4.2,06-11-2025
IND2026034,React Developer,Oracle,MNC,Automobile,Kolkata,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,26,"HTML/CSS, JavaScript, Next.js",B.Tech/B.E.,3,76,3.3,22-09-2024
IND2026035,Cloud Engineer,Freshworks,Indian Unicorn,Information Technology,Kolkata,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,26.5,"Azure, Docker, Terraform, Linux, AWS",B.Tech/B.E.,2,67,4.1,04-06-2024
IND2026036,Backend Developer,BHEL,PSU/Govt,FinTech,Bangalore,Tier 1,Lead (10+ yrs),Full-Time,On-Site,23.2,"Node.js, Docker, Django, MongoDB",B.Sc (CS/IT),3,163,3.7,29-11-2025
IND2026037,Cloud Engineer,HCL Technologies,MNC,HealthTech,Remote,Remote,Lead (10+ yrs),Full-Time,Remote,60,"Azure, Terraform, Kubernetes, AWS",B.Tech/B.E.,2,93,3.9,31-10-2025
IND2026038,Data Engineer,Darwinbox,Startup,FinTech,Kolkata,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,8.5,"Spark, ETL, dbt",MCA,2,106,4.2,11-04-2026
IND2026039,UI/UX Designer,Microsoft,MNC,E-Commerce,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,30.2,"Prototyping, Wireframing, User Research",BCA,2,227,3.8,21-06-2024
IND2026040,Machine Learning Engineer,Amazon,MNC,Government/PSU,Indore,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,38.9,"Scikit-learn, Kubernetes, Python, MLOps, TensorFlow",M.Tech/M.E.,3,351,3.1,22-09-2025
IND2026041,Node.js Developer,Urban Company,Startup,Manufacturing,Remote,Remote,Mid (3-6 yrs),Full-Time,On-Site,24,"Express.js, Node.js, TypeScript, MongoDB, REST APIs, JavaScript",B.Tech/B.E.,3,327,3.8,13-06-2025
IND2026042,Python Developer,Urban Company,Startup,E-Commerce,Ahmedabad,Tier 2,Fresher (0-1 yr),Full-Time,On-Site,5.4,"FastAPI, AWS, Django, Docker",M.Tech/M.E.,2,194,4.1,19-04-2026
IND2026043,UI/UX Designer,ISRO,PSU/Govt,EdTech,Pune,Tier 1,Mid (3-6 yrs),Internship,Hybrid,2.1,"Wireframing, Prototyping, CSS",PhD,1,106,3.7,28-12-2025
IND2026044,QA Engineer,PhonePe,Indian Unicorn,Logistics,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,55.3,"Selenium, Postman, API Testing, Manual Testing, Python",B.Tech/B.E.,2,193,3.3,13-09-2025
IND2026045,UI/UX Designer,PhonePe,Indian Unicorn,Information Technology,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,13.2,"CSS, Prototyping, Wireframing, Figma",B.Tech/B.E.,15,715,4.2,01-05-2025
IND2026046,Data Scientist,Dream11,Indian Unicorn,Consulting,Hyderabad,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,13,"Pandas, NLP, SQL, Scikit-learn, Deep Learning",B.Tech/B.E.,3,271,3.8,01-06-2024
IND2026047,React Developer,Urban Company,Startup,Banking & Finance,Pune,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,28,"Next.js, TypeScript, Redux",B.Tech/B.E.,1,115,3.7,29-01-2025
IND2026048,Full Stack Developer,TCS,MNC,Information Technology,Pune,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,11.8,"MongoDB, React, Python, REST APIs, Docker",MBA,3,317,3.3,08-09-2024
IND2026049,Cloud Engineer,MakeMyTrip,Indian Unicorn,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Hybrid,8.9,"Kubernetes, AWS, Docker",MCA,1,112,4.1,27-09-2025
IND2026050,Data Scientist,Zerodha,Startup,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,8.2,"Tableau, Python, Scikit-learn, Statistics",B.Com + Certification,3,351,3.8,08-03-2025
IND2026051,Technical Lead,Urban Company,Startup,FinTech,Bangalore,Tier 1,Junior (1-3 yrs),Internship,On-Site,3.3,"Agile, Microservices, Team Leadership, Code Review, System Design, AWS",B.Tech/B.E.,1,19,3.4,03-12-2024
IND2026052,Technical Lead,Lenskart,Startup,FinTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,14.3,"Team Leadership, Code Review, Microservices, AWS, Agile",B.Tech/B.E.,1,110,4.1,01-05-2025
IND2026053,Business Analyst,Cognizant,MNC,Information Technology,Remote,Remote,Junior (1-3 yrs),Internship,On-Site,1.1,"SQL, Excel, Requirements Gathering",B.Sc (CS/IT),15,1735,3,07-12-2024
IND2026054,UI/UX Designer,Nykaa,Indian Unicorn,Banking & Finance,Kolkata,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,34.3,"Prototyping, User Research, CSS, Wireframing",M.Tech/M.E.,2,144,3.3,23-04-2026
IND2026055,iOS Developer,Oracle,MNC,E-Commerce,Pune,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,30.6,"REST APIs, Swift, Firebase",M.Tech/M.E.,10,896,3.9,11-05-2025
IND2026056,Full Stack Developer,CRED,Indian Unicorn,Information Technology,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,14.3,"REST APIs, AWS, PostgreSQL, Python, React",MCA,1,93,4,16-09-2025
IND2026057,Power BI Developer,CRED,Indian Unicorn,EdTech,Chennai,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,12,"Data Modeling, DAX, Excel",B.Tech/B.E.,10,387,3.3,25-08-2024
IND2026058,Java Developer,Ola,Indian Unicorn,Media & Entertainment,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,69.3,"Microservices, Spring Boot, Hibernate",B.Sc (CS/IT),2,41,4.1,09-12-2025
IND2026059,Cloud Engineer,Infosys,MNC,HealthTech,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,10.2,"Terraform, Docker, AWS, Kubernetes",MBA,3,137,3.7,07-11-2025
IND2026060,Product Manager,Oracle,MNC,Information Technology,Bangalore,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,38.7,"JIRA, Agile, Roadmapping",B.Sc (CS/IT),1,95,3.4,11-07-2025
IND2026061,DevOps Engineer,Lenskart,Startup,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,7.6,"Linux, AWS, Kubernetes",B.Tech/B.E.,1,114,4.1,13-01-2026
IND2026062,QA Engineer,Infosys,MNC,Information Technology,Nagpur,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,20.2,"JIRA, API Testing, Manual Testing, Postman, Python, Selenium",BCA,1,114,3.6,23-08-2025
IND2026063,Python Developer,Byju's,Indian Unicorn,Information Technology,Indore,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,43.1,"Django, Python, REST APIs, PostgreSQL",BCA,3,341,4.2,04-12-2025
IND2026064,Java Developer,Lenskart,Startup,Information Technology,Mumbai,Tier 1,Mid (3-6 yrs),Contract,Hybrid,20,"SQL, Maven, REST APIs, Microservices, Spring Boot",B.Tech/B.E.,5,536,4.1,03-05-2025
IND2026065,Software Engineer,MakeMyTrip,Indian Unicorn,Information Technology,Hyderabad,Tier 1,Lead (10+ yrs),Full-Time,On-Site,78.2,"Git, REST APIs, Algorithms, Java, System Design",B.Tech/B.E.,1,118,3.8,13-01-2026
IND2026066,Business Analyst,Cisco,MNC,HealthTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,29.1,"SQL, Requirements Gathering, Agile, Power BI",B.Sc (CS/IT),2,104,4.2,19-07-2024
IND2026067,Technical Lead,Swiggy,Indian Unicorn,E-Commerce,Remote,Remote,Fresher (0-1 yr),Contract,On-Site,6.1,"AWS, System Design, Team Leadership, Code Review, Agile, Microservices",MCA,3,144,3.9,21-06-2024
IND2026068,Python Developer,HCL Technologies,MNC,HealthTech,Remote,Remote,Senior (6-10 yrs),Part-Time,On-Site,30.7,"Django, Docker, REST APIs",B.Tech/B.E.,3,303,3.5,14-07-2024
IND2026069,Business Analyst,Capgemini,MNC,Information Technology,Lucknow,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,8.7,"SQL, Power BI, Requirements Gathering, JIRA, Excel, Agile",M.Tech/M.E.,10,407,4,22-10-2024
IND2026070,Business Analyst,Ola,Indian Unicorn,HealthTech,Delhi,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,11.4,"SQL, Power BI, Agile, Excel, JIRA, Requirements Gathering",M.Tech/M.E.,2,156,3.6,29-03-2026
IND2026071,MLOps Engineer,Razorpay,Indian Unicorn,Manufacturing,Bangalore,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,7.7,"CI/CD, AWS, Kubernetes, Airflow",B.Tech/B.E.,1,28,3.2,11-10-2025
IND2026072,NLP Engineer,HAL,PSU/Govt,FinTech,Delhi,Tier 1,Lead (10+ yrs),Full-Time,Hybrid,23,"TensorFlow, LLMs, HuggingFace",B.Tech/B.E.,1,45,4.3,18-08-2024
IND2026073,Cybersecurity Analyst,BHEL,PSU/Govt,Automobile,Pune,Tier 1,Lead (10+ yrs),Full-Time,On-Site,19.2,"Penetration Testing, Network Security, Ethical Hacking",B.Com + Certification,20,399,3.2,16-10-2025
IND2026074,Cloud Engineer,Nykaa,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,17.1,"Docker, GCP, Azure, AWS",MCA,2,215,3.7,11-01-2026
IND2026075,DevOps Engineer,Darwinbox,Startup,Gaming,Remote,Remote,Mid (3-6 yrs),Full-Time,Hybrid,20,"Terraform, CI/CD, Jenkins, Linux, Docker, Ansible",MBA,5,529,3.8,29-01-2025
IND2026076,Node.js Developer,Cognizant,MNC,Consulting,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,31,"Node.js, REST APIs, MongoDB",B.Com + Certification,1,116,3.9,06-07-2024
IND2026077,Python Developer,BEL,PSU/Govt,Information Technology,Remote,Remote,Junior (1-3 yrs),Internship,Remote,1.4,"FastAPI, REST APIs, Docker, Python, Django, PostgreSQL",B.Tech/B.E.,3,289,3.1,09-06-2024
IND2026078,Engineering Manager,Oracle,MNC,Information Technology,Coimbatore,Tier 2,Lead (10+ yrs),Full-Time,On-Site,57.4,"People Management, System Design, OKRs, Roadmapping",B.Tech/B.E.,5,314,3,22-11-2024
IND2026079,Data Scientist,Postman,Startup,Manufacturing,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,17.3,"SQL, Statistics, Machine Learning, Deep Learning, Scikit-learn",M.Tech/M.E.,5,489,2.9,01-02-2025
IND2026080,Product Manager,Fi Money,Startup,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,6.6,"Agile, Roadmapping, SQL, JIRA, User Research, A/B Testing",MCA,1,76,4.3,27-12-2024
IND2026081,Java Developer,Groww,Startup,Information Technology,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,30.7,"Java, Spring Boot, Microservices",B.Tech/B.E.,2,89,3.6,27-06-2025
IND2026082,Data Analyst,Capgemini,MNC,Banking & Finance,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,17.3,"Data Visualization, Excel, Tableau, Python, Power BI",B.Tech/B.E.,1,75,3.7,17-10-2024
IND2026083,Data Engineer,Accenture,MNC,Information Technology,Chennai,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,11.8,"Python, dbt, Airflow",B.Com + Certification,3,128,4.1,08-01-2025
IND2026084,Data Scientist,Zomato,Indian Unicorn,E-Commerce,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,37.5,"Deep Learning, Machine Learning, NLP, Python, Scikit-learn, Tableau",MBA,10,1023,3.5,20-04-2025
IND2026085,DevOps Engineer,Cognizant,MNC,Consulting,Mumbai,Tier 1,Mid (3-6 yrs),Part-Time,On-Site,17.7,"AWS, Ansible, Docker, Kubernetes, Terraform",M.Tech/M.E.,1,107,4.2,05-04-2025
IND2026086,Software Engineer,Microsoft,MNC,Banking & Finance,Mumbai,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,10.1,"Algorithms, C++, System Design",B.Tech/B.E.,5,427,3.3,31-08-2025
IND2026087,Computer Vision Engineer,Wipro,MNC,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,9.5,"TensorFlow, PyTorch, Python, Deep Learning, YOLO, OpenCV",B.Tech/B.E.,5,378,3.8,20-05-2025
IND2026088,Machine Learning Engineer,Infosys,MNC,Government/PSU,Pune,Tier 1,Fresher (0-1 yr),Part-Time,Hybrid,8.1,"Kubernetes, AWS, Docker, PyTorch, Scikit-learn, TensorFlow",B.Tech/B.E.,3,322,4.2,04-10-2025
IND2026089,Business Analyst,Swiggy,Indian Unicorn,E-Commerce,Bangalore,Tier 1,Lead (10+ yrs),Full-Time,On-Site,61.7,"Requirements Gathering, Agile, SQL, Power BI",B.Tech/B.E.,3,260,3.9,21-09-2024
IND2026090,Data Engineer,Tech Mahindra,MNC,Consulting,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,Hybrid,3.1,"dbt, SQL, AWS, Spark",MBA,15,1017,3.4,30-04-2025
IND2026091,Cloud Engineer,Flipkart,Indian Unicorn,Information Technology,Bangalore,Tier 1,Junior (1-3 yrs),Part-Time,Hybrid,13.4,"Azure, AWS, Linux",B.Tech/B.E.,3,260,4.2,22-12-2024
IND2026092,AI Engineer,Cisco,MNC,EdTech,Mumbai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,40.1,"Prompt Engineering, RAG, LLMs, OpenAI API, Python",B.Tech/B.E.,1,88,3.9,17-02-2026
IND2026093,Python Developer,DRDO,PSU/Govt,Gaming,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,17.1,"AWS, Django, Docker, REST APIs",B.Tech/B.E.,10,1043,3.9,24-12-2024
IND2026094,Business Analyst,Chargebee,Startup,Banking & Finance,Pune,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,18.2,"Agile, Requirements Gathering, JIRA",B.Tech/B.E.,2,64,2.8,20-02-2025
IND2026095,NLP Engineer,Setu,Startup,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11,"Python, TensorFlow, SpaCy, LLMs, BERT, HuggingFace",B.Tech/B.E.,3,294,4,10-04-2026
IND2026096,Full Stack Developer,Deloitte,MNC,Consulting,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,4.5,"Docker, Node.js, Python",BCA,1,80,3.7,31-01-2025
IND2026097,Full Stack Developer,Ola,Indian Unicorn,E-Commerce,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,38.1,"React, PostgreSQL, Node.js",MCA,10,1030,4.1,01-03-2025
IND2026098,QA Engineer,Paytm,Indian Unicorn,EdTech,Kolkata,Tier 2,Lead (10+ yrs),Full-Time,Hybrid,80,"Python, Postman, Manual Testing",MCA,2,175,3,05-07-2024
IND2026099,Backend Developer,Wipro,MNC,Logistics,Delhi,Tier 1,Mid (3-6 yrs),Full-Time,On-Site,16.9,"Node.js, Docker, Java, Redis, Python, PostgreSQL",B.Tech/B.E.,15,1370,3.5,26-12-2025
IND2026100,Data Engineer,Fi Money,Startup,Media & Entertainment,Indore,Tier 2,Junior (1-3 yrs),Full-Time,Hybrid,8.4,"Python, Airflow, SQL",B.Tech/B.E.,1,66,3.7,25-11-2024
IND2026101,Data Analyst,HCL Technologies,MNC,Media & Entertainment,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,6.5,"Python, Statistics, Tableau, SQL",B.Tech/B.E.,1,28,4.2,26-05-2025
IND2026102,Technical Lead,Slice,Startup,Banking & Finance,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,13.6,"Team Leadership, Agile, System Design, Microservices, Code Review",MCA,15,1213,3.3,26-10-2024
IND2026103,Android Developer,Flipkart,Indian Unicorn,Banking & Finance,Bangalore,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,15.9,"Firebase, Android SDK, Jetpack Compose, Kotlin",BCA,1,91,3.7,21-02-2025
IND2026104,Product Manager,Zomato,Indian Unicorn,E-Commerce,Delhi,Tier 1,Senior (6-10 yrs),Internship,On-Site,3.3,"SQL, Product Strategy, User Research, A/B Testing, Agile, JIRA",B.Com + Certification,15,1670,3.4,15-07-2025
IND2026105,Data Analyst,BEL,PSU/Govt,Information Technology,Remote,Remote,Senior (6-10 yrs),Full-Time,Remote,15.4,"Tableau, SQL, Excel, Statistics, Power BI, Data Visualization",BCA,1,80,4.2,06-06-2025
IND2026106,Java Developer,Deloitte,MNC,Information Technology,Delhi,Tier 1,Lead (10+ yrs),Full-Time,On-Site,52.7,"Microservices, REST APIs, Hibernate",B.Tech/B.E.,2,233,3.2,23-06-2025
IND2026107,Full Stack Developer,Darwinbox,Startup,Banking & Finance,Pune,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,43.6,"PostgreSQL, AWS, Python, React, REST APIs, MongoDB",B.Tech/B.E.,3,260,3.3,18-04-2026
IND2026108,Data Engineer,Dream11,Indian Unicorn,EdTech,Pune,Tier 1,Junior (1-3 yrs),Full-Time,On-Site,13.7,"Spark, SQL, dbt, Kafka",B.Tech/B.E.,5,451,4.3,22-01-2026
IND2026109,DevOps Engineer,Slice,Startup,Information Technology,Bangalore,Tier 1,Senior (6-10 yrs),Part-Time,On-Site,32.4,"AWS, Linux, CI/CD, Jenkins, Docker",B.Sc (CS/IT),1,28,4,08-12-2024
IND2026110,Data Analyst,BrowserStack,Startup,Gaming,Mumbai,Tier 1,Mid (3-6 yrs),Full-Time,Hybrid,24.3,"Excel, Data Visualization, SQL",B.Tech/B.E.,1,83,4.1,24-12-2024
IND2026111,Computer Vision Engineer,ISRO,PSU/Govt,Government/PSU,Delhi,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,4.2,"Python, YOLO, Deep Learning, PyTorch",B.Sc (CS/IT),5,457,2.9,21-09-2025
IND2026112,Python Developer,HAL,PSU/Govt,HealthTech,Remote,Remote,Senior (6-10 yrs),Contract,Hybrid,15.7,"Docker, PostgreSQL, FastAPI",MCA,3,205,4.3,09-09-2024
IND2026113,Product Manager,MakeMyTrip,Indian Unicorn,FinTech,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,24.5,"Roadmapping, Product Strategy, A/B Testing, SQL",B.Tech/B.E.,3,300,4.1,18-11-2024
IND2026114,Business Analyst,Wipro,MNC,Government/PSU,Bhubaneswar,Tier 2,Senior (6-10 yrs),Full-Time,Hybrid,33.6,"Agile, JIRA, SQL",B.Tech/B.E.,2,220,3.1,21-02-2026
IND2026115,Software Engineer,Zoho,Indian Unicorn,Information Technology,Coimbatore,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,13,"Java, Data Structures, Git, Algorithms",B.Tech/B.E.,10,191,4.1,17-09-2024
IND2026116,Data Engineer,Chargebee,Startup,Information Technology,Delhi,Tier 1,Mid (3-6 yrs),Part-Time,On-Site,16.3,"Airflow, dbt, Spark, AWS, ETL",B.Tech/B.E.,1,109,3.6,08-12-2024
IND2026117,Data Scientist,HAL,PSU/Govt,Consulting,Kochi,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,9.4,"SQL, Scikit-learn, Tableau, Deep Learning, TensorFlow",MCA,3,348,4.3,09-06-2025
IND2026118,Data Analyst,Infosys,MNC,Government/PSU,Remote,Remote,Senior (6-10 yrs),Full-Time,On-Site,29.5,"SQL, Statistics, Python, Power BI, Data Visualization",B.Tech/B.E.,5,509,4,16-03-2025
IND2026119,Computer Vision Engineer,Setu,Startup,Information Technology,Chennai,Tier 1,Senior (6-10 yrs),Full-Time,On-Site,37.2,"TensorFlow, Python, Deep Learning, OpenCV, YOLO, PyTorch",MBA,1,114,3.6,29-10-2024
IND2026120,UI/UX Designer,Chargebee,Startup,Information Technology,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,25.6,"Adobe XD, User Research, Figma, Wireframing, Prototyping",B.Sc (CS/IT),1,47,4.1,30-04-2025
IND2026121,Node.js Developer,Zoho,Indian Unicorn,Gaming,Remote,Remote,Mid (3-6 yrs),Internship,Remote,2.3,"Express.js, JavaScript, MongoDB, TypeScript, Node.js, REST APIs",B.Tech/B.E.,10,1143,3.5,18-08-2024
IND2026122,Machine Learning Engineer,Accenture,MNC,FinTech,Kochi,Tier 2,Mid (3-6 yrs),Full-Time,On-Site,25.3,"AWS, TensorFlow, Kubernetes",MBA,1,69,3.5,28-06-2025
IND2026123,Python Developer,Urban Company,Startup,Information Technology,Coimbatore,Tier 2,Senior (6-10 yrs),Full-Time,On-Site,44.9,"Django, Python, PostgreSQL, REST APIs, Docker, AWS",B.Tech/B.E.,5,525,3.7,29-06-2025
IND2026124,Power BI Developer,Postman,Startup,Information Technology,Lucknow,Tier 2,Junior (1-3 yrs),Full-Time,On-Site,11.9,"Excel, SQL, Power BI, ETL",B.Tech/B.E.,5,510,4,29-10-2025
